,year_film,year_ceremony,ceremony,category,name,film,winner
2636,1952,1953,25,SUPPORTING ACTOR,Anthony Quinn,Viva Zapata!,True
2637,1952,1953,25,ACTRESS,Shirley Booth,"Come Back, Little Sheba",True
2638,1952,1953,25,ACTRESS,Joan Crawford,Sudden Fear,False
2639,1952,1953,25,ACTRESS,Bette Davis,The Star,False
2640,1952,1953,25,ACTRESS,Julie Harris,The Member of the Wedding,False
2641,1952,1953,25,ACTRESS,Susan Hayward,With a Song in My Heart,False
2642,1952,1953,25,SUPPORTING ACTRESS,Gloria Grahame,The Bad and the Beautiful,True
2643,1952,1953,25,SUPPORTING ACTRESS,Jean Hagen,Singin' in the Rain,False
2644,1952,1953,25,SUPPORTING ACTRESS,Colette Marchand,Moulin Rouge,False
2645,1952,1953,25,SUPPORTING ACTRESS,Terry Moore,"Come Back, Little Sheba",False
2646,1952,1953,25,SUPPORTING ACTRESS,Thelma Ritter,With a Song in My Heart,False
2677,1952,1953,25,DIRECTING,Joseph L. Mankiewicz,Five Fingers,False
2678,1952,1953,25,DIRECTING,Cecil B. DeMille,The Greatest Show on Earth,False
2679,1952,1953,25,DIRECTING,Fred Zinnemann,High Noon,False
2680,1952,1953,25,DIRECTING,John Huston,Moulin Rouge,False
2681,1952,1953,25,DIRECTING,John Ford,The Quiet Man,True
2694,1952,1953,25,MUSIC,Dimitri Tiomkin,High Noon,True
2695,1952,1953,25,MUSIC,Miklos Rozsa,Ivanhoe,False
2696,1952,1953,25,MUSIC,Max Steiner,Miracle of Fatima,False
2697,1952,1953,25,MUSIC,Herschel Burke Gilbert,The Thief,False
2698,1952,1953,25,MUSIC,Alex North,Viva Zapata!,False
2699,1952,1953,25,MUSIC,Walter Scharf,Hans Christian Andersen,False
2700,1952,1953,25,MUSIC,"Ray Heindorf, Max Steiner",The Jazz Singer,False
2701,1952,1953,25,MUSIC,Gian-Carlo Menotti,The Medium,False
2702,1952,1953,25,MUSIC,Lennie Hayton,Singin' in the Rain,False
2703,1952,1953,25,MUSIC,Alfred Newman,With a Song in My Heart,True
2704,1952,1953,25,MUSIC,Music and Lyrics by Jack Brooks,Son of Paleface,False
2705,1952,1953,25,MUSIC,Music by Nicholas Brodszky; Lyrics by Sammy Cahn,Because You're Mine,False
2706,1952,1953,25,MUSIC,Music by Dimitri Tiomkin; Lyrics by Ned Washington,High Noon,True
2707,1952,1953,25,MUSIC,Music and Lyrics by Frank Loesser,Hans Christian Andersen,False
2708,1952,1953,25,MUSIC,Music by Harry Warren; Lyrics by Leo Robin,Just for You,False
2709,1952,1953,25,BEST PICTURE,"Cecil B. DeMille, Producer",The Greatest Show on Earth,True
2710,1952,1953,25,BEST PICTURE,"Stanley Kramer, Producer",High Noon,False
2711,1952,1953,25,BEST PICTURE,"Pandro S. Berman, Producer",Ivanhoe,False
2712,1952,1953,25,BEST PICTURE,Romulus Films,Moulin Rouge,False
2713,1952,1953,25,BEST PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,False
2756,1953,1954,26,ACTOR,Marlon Brando,Julius Caesar,False
2757,1953,1954,26,ACTOR,Richard Burton,The Robe,False
2758,1953,1954,26,ACTOR,Montgomery Clift,From Here to Eternity,False
2759,1953,1954,26,ACTOR,William Holden,Stalag 17,True
2760,1953,1954,26,ACTOR,Burt Lancaster,From Here to Eternity,False
2761,1953,1954,26,SUPPORTING ACTOR,Eddie Albert,Roman Holiday,False
2762,1953,1954,26,SUPPORTING ACTOR,Brandon De Wilde,Shane,False
2763,1953,1954,26,SUPPORTING ACTOR,Jack Palance,Shane,False
2764,1953,1954,26,SUPPORTING ACTOR,Frank Sinatra,From Here to Eternity,True
2765,1953,1954,26,SUPPORTING ACTOR,Robert Strauss,Stalag 17,False
2766,1953,1954,26,ACTRESS,Leslie Caron,Lili,False
2767,1953,1954,26,ACTRESS,Ava Gardner,Mogambo,False
2768,1953,1954,26,ACTRESS,Audrey Hepburn,Roman Holiday,True
2769,1953,1954,26,ACTRESS,Deborah Kerr,From Here to Eternity,False
2770,1953,1954,26,ACTRESS,Maggie McNamara,The Moon Is Blue,False
2771,1953,1954,26,SUPPORTING ACTRESS,Grace Kelly,Mogambo,False
2772,1953,1954,26,SUPPORTING ACTRESS,Geraldine Page,Hondo,False
2773,1953,1954,26,SUPPORTING ACTRESS,Marjorie Rambeau,Torch Song,False
2774,1953,1954,26,SUPPORTING ACTRESS,Donna Reed,From Here to Eternity,True
2775,1953,1954,26,SUPPORTING ACTRESS,Thelma Ritter,Pickup on South Street,False
2806,1953,1954,26,DIRECTING,Fred Zinnemann,From Here to Eternity,True
2807,1953,1954,26,DIRECTING,Charles Walters,Lili,False
2808,1953,1954,26,DIRECTING,William Wyler,Roman Holiday,False
2809,1953,1954,26,DIRECTING,George Stevens,Shane,False
2810,1953,1954,26,DIRECTING,Billy Wilder,Stalag 17,False
2824,1953,1954,26,MUSIC,Hugo Friedhofer,Above and Beyond,False
2825,1953,1954,26,MUSIC,"Morris Stoloff, George Duning",From Here to Eternity,False
2826,1953,1954,26,MUSIC,Miklos Rozsa,Julius Caesar,False
2827,1953,1954,26,MUSIC,Bronislau Kaper,Lili,True
2828,1953,1954,26,MUSIC,Louis Forbes,This Is Cinerama,False
2829,1953,1954,26,MUSIC,Adolph Deutsch,The Band Wagon,False
2830,1953,1954,26,MUSIC,Ray Heindorf,Calamity Jane,False
2831,1953,1954,26,MUSIC,Alfred Newman,Call Me Madam,True
2832,1953,1954,26,MUSIC,"Frederick Hollander, Morris Stoloff","The 5,000 Fingers of Dr. T",False
2833,1953,1954,26,MUSIC,"Andre Previn, Saul Chaplin",Kiss Me Kate,False
2834,1953,1954,26,MUSIC,Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine,The Moon Is Blue,False
2835,1953,1954,26,MUSIC,Music by Nicholas Brodszky; Lyrics by Leo Robin,Small Town Girl,False
2836,1953,1954,26,MUSIC,Music by Lester Lee; Lyrics by Ned Washington,Miss Sadie Thompson,False
2837,1953,1954,26,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,Calamity Jane,True
2838,1953,1954,26,MUSIC,Music by Harry Warren; Lyrics by Jack Brooks,The Caddy,False
2839,1953,1954,26,BEST PICTURE,"Buddy Adler, Producer",From Here to Eternity,True
2840,1953,1954,26,BEST PICTURE,"John Houseman, Producer",Julius Caesar,False
2841,1953,1954,26,BEST PICTURE,"Frank Ross, Producer",The Robe,False
2842,1953,1954,26,BEST PICTURE,"William Wyler, Producer",Roman Holiday,False
2843,1953,1954,26,BEST PICTURE,"George Stevens, Producer",Shane,False
2885,1954,1955,27,ACTOR,Humphrey Bogart,The Caine Mutiny,False
2886,1954,1955,27,ACTOR,Marlon Brando,On the Waterfront,True
2887,1954,1955,27,ACTOR,Bing Crosby,The Country Girl,False
2888,1954,1955,27,ACTOR,James Mason,A Star Is Born,False
2889,1954,1955,27,ACTOR,Dan O'Herlihy,Adventures of Robinson Crusoe,False
2890,1954,1955,27,SUPPORTING ACTOR,Lee J. Cobb,On the Waterfront,False
2891,1954,1955,27,SUPPORTING ACTOR,Karl Malden,On the Waterfront,False
2892,1954,1955,27,SUPPORTING ACTOR,Edmond O'Brien,The Barefoot Contessa,True
2893,1954,1955,27,SUPPORTING ACTOR,Rod Steiger,On the Waterfront,False
2894,1954,1955,27,SUPPORTING ACTOR,Tom Tully,The Caine Mutiny,False
2895,1954,1955,27,ACTRESS,Dorothy Dandridge,Carmen Jones,False
2896,1954,1955,27,ACTRESS,Judy Garland,A Star Is Born,False
2897,1954,1955,27,ACTRESS,Audrey Hepburn,Sabrina,False
2898,1954,1955,27,ACTRESS,Grace Kelly,The Country Girl,True
2899,1954,1955,27,ACTRESS,Jane Wyman,Magnificent Obsession,False
2900,1954,1955,27,SUPPORTING ACTRESS,Nina Foch,Executive Suite,False
2901,1954,1955,27,SUPPORTING ACTRESS,Katy Jurado,Broken Lance,False
2902,1954,1955,27,SUPPORTING ACTRESS,Eva Marie Saint,On the Waterfront,True
2903,1954,1955,27,SUPPORTING ACTRESS,Jan Sterling,The High and the Mighty,False
2904,1954,1955,27,SUPPORTING ACTRESS,Claire Trevor,The High and the Mighty,False
2935,1954,1955,27,DIRECTING,George Seaton,The Country Girl,False
2936,1954,1955,27,DIRECTING,William Wellman,The High and the Mighty,False
2937,1954,1955,27,DIRECTING,Elia Kazan,On the Waterfront,True
2938,1954,1955,27,DIRECTING,Alfred Hitchcock,Rear Window,False
2939,1954,1955,27,DIRECTING,Billy Wilder,Sabrina,False
2950,1954,1955,27,MUSIC,Max Steiner,The Caine Mutiny,False
2951,1954,1955,27,MUSIC,Larry Adler,Genevieve,False
2952,1954,1955,27,MUSIC,Dimitri Tiomkin,The High and the Mighty,True
2953,1954,1955,27,MUSIC,Leonard Bernstein,On the Waterfront,False
2954,1954,1955,27,MUSIC,Franz Waxman,The Silver Chalice,False
2955,1954,1955,27,MUSIC,Herschel Burke Gilbert,Carmen Jones,False
2956,1954,1955,27,MUSIC,"Joseph Gershenson, Henry Mancini",The Glenn Miller Story,False
2957,1954,1955,27,MUSIC,"Adolph Deutsch, Saul Chaplin",Seven Brides for Seven Brothers,True
2958,1954,1955,27,MUSIC,Ray Heindorf,A Star Is Born,False
2959,1954,1955,27,MUSIC,"Alfred Newman, Lionel Newman",There's No Business Like Show Business,False
2960,1954,1955,27,MUSIC,Music and Lyrics by Irving Berlin,White Christmas,False
2961,1954,1955,27,MUSIC,Music by Dimitri Tiomkin; Lyrics by Ned Washington,The High and the Mighty,False
2962,1954,1955,27,MUSIC,Music and Lyrics by Jack Lawrence and Richard Myers,Susan Slept Here,False
2963,1954,1955,27,MUSIC,Music by Harold Arlen; Lyrics by Ira Gershwin,A Star Is Born,False
2964,1954,1955,27,MUSIC,Music by Jule Styne; Lyrics by Sammy Cahn,Three Coins in the Fountain,True
2965,1954,1955,27,BEST PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,False
2966,1954,1955,27,BEST PICTURE,"William Perlberg, Producer",The Country Girl,False
2967,1954,1955,27,BEST PICTURE,"Sam Spiegel, Producer",On the Waterfront,True
2968,1954,1955,27,BEST PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,False
2969,1954,1955,27,BEST PICTURE,"Sol C. Siegel, Producer",Three Coins in the Fountain,False
3012,1955,1956,28,ACTOR,Ernest Borgnine,Marty,True
3013,1955,1956,28,ACTOR,James Cagney,Love Me or Leave Me,False
3014,1955,1956,28,ACTOR,James Dean,East of Eden,False
3015,1955,1956,28,ACTOR,Frank Sinatra,The Man with the Golden Arm,False
3016,1955,1956,28,ACTOR,Spencer Tracy,Bad Day at Black Rock,False
3017,1955,1956,28,SUPPORTING ACTOR,Arthur Kennedy,Trial,False
3018,1955,1956,28,SUPPORTING ACTOR,Jack Lemmon,Mister Roberts,True
3019,1955,1956,28,SUPPORTING ACTOR,Joe Mantell,Marty,False
3020,1955,1956,28,SUPPORTING ACTOR,Sal Mineo,Rebel without a Cause,False
3021,1955,1956,28,SUPPORTING ACTOR,Arthur O'Connell,Picnic,False
3022,1955,1956,28,ACTRESS,Susan Hayward,I'll Cry Tomorrow,False
3023,1955,1956,28,ACTRESS,Katharine Hepburn,Summertime,False
3024,1955,1956,28,ACTRESS,Jennifer Jones,Love Is a Many-Splendored Thing,False
3025,1955,1956,28,ACTRESS,Anna Magnani,The Rose Tattoo,True
3026,1955,1956,28,ACTRESS,Eleanor Parker,Interrupted Melody,False
3027,1955,1956,28,SUPPORTING ACTRESS,Betsy Blair,Marty,False
3028,1955,1956,28,SUPPORTING ACTRESS,Peggy Lee,Pete Kelly's Blues,False
3029,1955,1956,28,SUPPORTING ACTRESS,Marisa Pavan,The Rose Tattoo,False
3030,1955,1956,28,SUPPORTING ACTRESS,Jo Van Fleet,East of Eden,True
3031,1955,1956,28,SUPPORTING ACTRESS,Natalie Wood,Rebel without a Cause,False
3062,1955,1956,28,DIRECTING,John Sturges,Bad Day at Black Rock,False
3063,1955,1956,28,DIRECTING,Elia Kazan,East of Eden,False
3064,1955,1956,28,DIRECTING,Delbert Mann,Marty,True
3065,1955,1956,28,DIRECTING,Joshua Logan,Picnic,False
3066,1955,1956,28,DIRECTING,David Lean,Summertime,False
3077,1955,1956,28,MUSIC,Max Steiner,Battle Cry,False
3078,1955,1956,28,MUSIC,Alfred Newman,Love Is a Many-Splendored Thing,True
3079,1955,1956,28,MUSIC,Elmer Bernstein,The Man with the Golden Arm,False
3080,1955,1956,28,MUSIC,George Duning,Picnic,False
3081,1955,1956,28,MUSIC,Alex North,The Rose Tattoo,False
3082,1955,1956,28,MUSIC,Alfred Newman,Daddy Long Legs,False
3083,1955,1956,28,MUSIC,"Jay Blackton, Cyril J. Mockridge",Guys and Dolls,False
3084,1955,1956,28,MUSIC,Andre Previn,It's Always Fair Weather,False
3085,1955,1956,28,MUSIC,"Percy Faith, George Stoll",Love Me or Leave Me,False
3086,1955,1956,28,MUSIC,"Robert Russell Bennett, Jay Blackton, Adolph Deutsch",Oklahoma!,True
3087,1955,1956,28,MUSIC,Music by Nicholas Brodszky; Lyrics by Sammy Cahn,Love Me or Leave Me,False
3088,1955,1956,28,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,Love Is a Many-Splendored Thing,True
3089,1955,1956,28,MUSIC,Music and Lyrics by Johnny Mercer,Daddy Long Legs,False
3090,1955,1956,28,MUSIC,Music by James Van Heusen; Lyrics by Sammy Cahn,The Tender Trap,False
3091,1955,1956,28,MUSIC,Music by Alex North; Lyrics by Hy Zaret,Unchained,False
3092,1955,1956,28,BEST PICTURE,"Buddy Adler, Producer",Love Is a Many-Splendored Thing,False
3093,1955,1956,28,BEST PICTURE,"Harold Hecht, Producer",Marty,True
3094,1955,1956,28,BEST PICTURE,"Leland Hayward, Producer",Mister Roberts,False
3095,1955,1956,28,BEST PICTURE,"Fred Kohlmar, Producer",Picnic,False
3096,1955,1956,28,BEST PICTURE,"Hal B. Wallis, Producer",The Rose Tattoo,False
3134,1956,1957,29,ACTOR,Yul Brynner,The King and I,True
3135,1956,1957,29,ACTOR,James Dean,Giant,False
3136,1956,1957,29,ACTOR,Kirk Douglas,Lust for Life,False
3137,1956,1957,29,ACTOR,Rock Hudson,Giant,False
3138,1956,1957,29,ACTOR,Sir Laurence Olivier,Richard III,False
3139,1956,1957,29,SUPPORTING ACTOR,Don Murray,Bus Stop,False
3140,1956,1957,29,SUPPORTING ACTOR,Anthony Perkins,Friendly Persuasion,False
3141,1956,1957,29,SUPPORTING ACTOR,Anthony Quinn,Lust for Life,True
3142,1956,1957,29,SUPPORTING ACTOR,Mickey Rooney,The Bold and the Brave,False
3143,1956,1957,29,SUPPORTING ACTOR,Robert Stack,Written on the Wind,False
3144,1956,1957,29,ACTRESS,Carroll Baker,Baby Doll,False
3145,1956,1957,29,ACTRESS,Ingrid Bergman,Anastasia,True
3146,1956,1957,29,ACTRESS,Katharine Hepburn,The Rainmaker,False
3147,1956,1957,29,ACTRESS,Nancy Kelly,The Bad Seed,False
3148,1956,1957,29,ACTRESS,Deborah Kerr,The King and I,False
3149,1956,1957,29,SUPPORTING ACTRESS,Mildred Dunnock,Baby Doll,False
3150,1956,1957,29,SUPPORTING ACTRESS,Eileen Heckart,The Bad Seed,False
3151,1956,1957,29,SUPPORTING ACTRESS,Mercedes McCambridge,Giant,False
3152,1956,1957,29,SUPPORTING ACTRESS,Patty McCormack,The Bad Seed,False
3153,1956,1957,29,SUPPORTING ACTRESS,Dorothy Malone,Written on the Wind,True
3184,1956,1957,29,DIRECTING,Michael Anderson,Around the World in 80 Days,False
3185,1956,1957,29,DIRECTING,William Wyler,Friendly Persuasion,False
3186,1956,1957,29,DIRECTING,George Stevens,Giant,True
3187,1956,1957,29,DIRECTING,Walter Lang,The King and I,False
3188,1956,1957,29,DIRECTING,King Vidor,War and Peace,False
3207,1956,1957,29,MUSIC,Alfred Newman,Anastasia,False
3208,1956,1957,29,MUSIC,Victor Young,Around the World in 80 Days,True
3209,1956,1957,29,MUSIC,Hugo Friedhofer,Between Heaven and Hell,False
3210,1956,1957,29,MUSIC,Dimitri Tiomkin,Giant,False
3211,1956,1957,29,MUSIC,Alex North,The Rainmaker,False
3212,1956,1957,29,MUSIC,Lionel Newman,The Best Things in Life Are Free,False
3213,1956,1957,29,MUSIC,"Morris Stoloff, George Duning",The Eddy Duchin Story,False
3214,1956,1957,29,MUSIC,"Johnny Green, Saul Chaplin",High Society,False
3215,1956,1957,29,MUSIC,"Alfred Newman, Ken Darby",The King and I,True
3216,1956,1957,29,MUSIC,"George Stoll, Johnny Green",Meet Me in Las Vegas,False
3217,1956,1957,29,MUSIC,Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,Friendly Persuasion,False
3218,1956,1957,29,MUSIC,Music by Leith Stevens; Lyrics by Tom Adair,Julie,False
3219,1956,1957,29,MUSIC,Music and Lyrics by Cole Porter,High Society,False
3220,1956,1957,29,MUSIC,Music and Lyrics by Jay Livingston and Ray Evans,The Man Who Knew Too Much,True
3221,1956,1957,29,MUSIC,Music by Victor Young; Lyrics by Sammy Cahn,Written on the Wind,False
3222,1956,1957,29,BEST PICTURE,"Michael Todd, Producer",Around the World in 80 Days,True
3223,1956,1957,29,BEST PICTURE,"William Wyler, Producer",Friendly Persuasion,False
3224,1956,1957,29,BEST PICTURE,"George Stevens and Henry Ginsberg, Producers",Giant,False
3225,1956,1957,29,BEST PICTURE,"Charles Brackett, Producer",The King and I,False
3226,1956,1957,29,BEST PICTURE,"Cecil B. DeMille, Producer",The Ten Commandments,False
3262,1957,1958,30,ACTOR,Marlon Brando,Sayonara,False
3263,1957,1958,30,ACTOR,Anthony Franciosa,A Hatful of Rain,False
3264,1957,1958,30,ACTOR,Alec Guinness,The Bridge on the River Kwai,True
3265,1957,1958,30,ACTOR,Charles Laughton,Witness for the Prosecution,False
3266,1957,1958,30,ACTOR,Anthony Quinn,Wild Is the Wind,False
3267,1957,1958,30,SUPPORTING ACTOR,Red Buttons,Sayonara,True
3268,1957,1958,30,SUPPORTING ACTOR,Vittorio De Sica,A Farewell to Arms,False
3269,1957,1958,30,SUPPORTING ACTOR,Sessue Hayakawa,The Bridge on the River Kwai,False
3270,1957,1958,30,SUPPORTING ACTOR,Arthur Kennedy,Peyton Place,False
3271,1957,1958,30,SUPPORTING ACTOR,Russ Tamblyn,Peyton Place,False
3272,1957,1958,30,ACTRESS,Deborah Kerr,"Heaven Knows, Mr. Allison",False
3273,1957,1958,30,ACTRESS,Anna Magnani,Wild Is the Wind,False
3274,1957,1958,30,ACTRESS,Elizabeth Taylor,Raintree County,False
3275,1957,1958,30,ACTRESS,Lana Turner,Peyton Place,False
3276,1957,1958,30,ACTRESS,Joanne Woodward,The Three Faces of Eve,True
3277,1957,1958,30,SUPPORTING ACTRESS,Carolyn Jones,The Bachelor Party,False
3278,1957,1958,30,SUPPORTING ACTRESS,Elsa Lanchester,Witness for the Prosecution,False
3279,1957,1958,30,SUPPORTING ACTRESS,Hope Lange,Peyton Place,False
3280,1957,1958,30,SUPPORTING ACTRESS,Miyoshi Umeki,Sayonara,True
3281,1957,1958,30,SUPPORTING ACTRESS,Diane Varsi,Peyton Place,False
3297,1957,1958,30,DIRECTING,David Lean,The Bridge on the River Kwai,True
3298,1957,1958,30,DIRECTING,Mark Robson,Peyton Place,False
3299,1957,1958,30,DIRECTING,Joshua Logan,Sayonara,False
3300,1957,1958,30,DIRECTING,Sidney Lumet,12 Angry Men,False
3301,1957,1958,30,DIRECTING,Billy Wilder,Witness for the Prosecution,False
3315,1957,1958,30,MUSIC,Hugo Friedhofer,An Affair to Remember,False
3316,1957,1958,30,MUSIC,Hugo Friedhofer,Boy on a Dolphin,False
3317,1957,1958,30,MUSIC,Malcolm Arnold,The Bridge on the River Kwai,True
3318,1957,1958,30,MUSIC,Paul Smith,Perri,False
3319,1957,1958,30,MUSIC,Johnny Green,Raintree County,False
3320,1957,1958,30,MUSIC,Music by Harry Warren; Lyrics by Harold Adamson and Leo McCarey,An Affair to Remember,False
3321,1957,1958,30,MUSIC,Music by James Van Heusen; Lyrics by Sammy Cahn,The Joker Is Wild,True
3322,1957,1958,30,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,April Love,False
3323,1957,1958,30,MUSIC,Music and Lyrics by Ray Evans and Jay Livingston,Tammy and the Bachelor,False
3324,1957,1958,30,MUSIC,Music by Dimitri Tiomkin; Lyrics by Ned Washington,Wild Is the Wind,False
3325,1957,1958,30,BEST PICTURE,"Sam Spiegel, Producer",The Bridge on the River Kwai,True
3326,1957,1958,30,BEST PICTURE,"Jerry Wald, Producer",Peyton Place,False
3327,1957,1958,30,BEST PICTURE,"William Goetz, Producer",Sayonara,False
3328,1957,1958,30,BEST PICTURE,"Henry Fonda and Reginald Rose, Producers",12 Angry Men,False
3329,1957,1958,30,BEST PICTURE,"Arthur Hornblow, Jr., Producer",Witness for the Prosecution,False
3362,1958,1959,31,ACTOR,Tony Curtis,The Defiant Ones,False
3363,1958,1959,31,ACTOR,Paul Newman,Cat on a Hot Tin Roof,False
3364,1958,1959,31,ACTOR,David Niven,Separate Tables,True
3365,1958,1959,31,ACTOR,Sidney Poitier,The Defiant Ones,False
3366,1958,1959,31,ACTOR,Spencer Tracy,The Old Man and the Sea,False
3367,1958,1959,31,SUPPORTING ACTOR,Theodore Bikel,The Defiant Ones,False
3368,1958,1959,31,SUPPORTING ACTOR,Lee J. Cobb,The Brothers Karamazov,False
3369,1958,1959,31,SUPPORTING ACTOR,Burl Ives,The Big Country,True
3370,1958,1959,31,SUPPORTING ACTOR,Arthur Kennedy,Some Came Running,False
3371,1958,1959,31,SUPPORTING ACTOR,Gig Young,Teacher's Pet,False
3372,1958,1959,31,ACTRESS,Susan Hayward,I Want to Live!,True
3373,1958,1959,31,ACTRESS,Deborah Kerr,Separate Tables,False
3374,1958,1959,31,ACTRESS,Shirley MacLaine,Some Came Running,False
3375,1958,1959,31,ACTRESS,Rosalind Russell,Auntie Mame,False
3376,1958,1959,31,ACTRESS,Elizabeth Taylor,Cat on a Hot Tin Roof,False
3377,1958,1959,31,SUPPORTING ACTRESS,Peggy Cass,Auntie Mame,False
3378,1958,1959,31,SUPPORTING ACTRESS,Wendy Hiller,Separate Tables,True
3379,1958,1959,31,SUPPORTING ACTRESS,Martha Hyer,Some Came Running,False
3380,1958,1959,31,SUPPORTING ACTRESS,Maureen Stapleton,Lonelyhearts,False
3381,1958,1959,31,SUPPORTING ACTRESS,Cara Williams,The Defiant Ones,False
3402,1958,1959,31,DIRECTING,Richard Brooks,Cat on a Hot Tin Roof,False
3403,1958,1959,31,DIRECTING,Stanley Kramer,The Defiant Ones,False
3404,1958,1959,31,DIRECTING,Vincente Minnelli,Gigi,True
3405,1958,1959,31,DIRECTING,Robert Wise,I Want to Live!,False
3406,1958,1959,31,DIRECTING,Mark Robson,The Inn of the Sixth Happiness,False
3426,1958,1959,31,MUSIC,Jerome Moross,The Big Country,False
3427,1958,1959,31,MUSIC,Dimitri Tiomkin,The Old Man and the Sea,True
3428,1958,1959,31,MUSIC,David Raksin,Separate Tables,False
3429,1958,1959,31,MUSIC,Oliver Wallace,White Wilderness,False
3430,1958,1959,31,MUSIC,Hugo Friedhofer,The Young Lions,False
3431,1958,1959,31,MUSIC,"Yuri Faier, G. Rozhdestvensky",The Bolshoi Ballet,False
3432,1958,1959,31,MUSIC,Ray Heindorf,Damn Yankees,False
3433,1958,1959,31,MUSIC,Andre Previn,Gigi,True
3434,1958,1959,31,MUSIC,Lionel Newman,Mardi Gras,False
3435,1958,1959,31,MUSIC,"Alfred Newman, Ken Darby",South Pacific,False
3436,1958,1959,31,MUSIC,Music and Lyrics by Jay Livingston and Ray Evans,Houseboat,False
3437,1958,1959,31,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,A Certain Smile,False
3438,1958,1959,31,MUSIC,Music by Frederick Loewe; Lyrics by Alan Jay Lerner,Gigi,True
3439,1958,1959,31,MUSIC,Music by James Van Heusen; Lyrics by Sammy Cahn,Some Came Running,False
3440,1958,1959,31,MUSIC,Music by Sammy Fain; Lyrics by Paul Francis Webster,Marjorie Morningstar,False
